COUNTY,YEAR,STRATA,STRATA NAME,AGE GROUP,NUMBER OF ED VISITS,AGE-ADJUSTED ED VISIT RATE,COMMENT
Contra Costa,2017,Race/ethnicity,Black,All ages,"2,136",216.3,
Del Norte,2017,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
El Dorado,2017,Race/ethnicity,Black,All ages,27,206.5,
Fresno,2017,Race/ethnicity,Black,All ages,792,156.3,
Glenn,2017,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Humboldt,2017,Race/ethnicity,Black,All ages,54,370.4,
Imperial,2017,Race/ethnicity,Black,All ages,31,145.4,
Inyo,2017,Race/ethnicity,Black,All ages,0,0,
Kern,2017,Race/ethnicity,Black,All ages,952,184.5,
Kings,2017,Race/ethnicity,Black,All ages,156,208.6,
Lake,2017,Race/ethnicity,Black,All ages,35,381.2,
Lassen,2017,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Los Angeles,2017,Race/ethnicity,Black,All ages,"12,350",162.3,
Madera,2017,Race/ethnicity,Black,All ages,62,199,
Marin,2017,Race/ethnicity,Black,All ages,69,113.1,
Mariposa,2017,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mendocino,2017,Race/ethnicity,Black,All ages,18,328.6,
Merced,2017,Race/ethnicity,Black,All ages,226,252.9,
Modoc,2017,Race/ethnicity,Black,All ages,0,0,
Mono,2017,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Monterey,2017,Race/ethnicity,Black,All ages,107,111.8,
Napa,2017,Race/ethnicity,Black,All ages,24,115.6,
Nevada,2017,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Orange,2017,Race/ethnicity,Black,All ages,579,124.7,
Placer,2017,Race/ethnicity,Black,All ages,68,150.9,
Plumas,2017,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Riverside,2017,Race/ethnicity,Black,All ages,"1,969",141,
Sacramento,2017,Race/ethnicity,Black,All ages,"3,427",221.4,
San Benito,2017,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Bernardino,2017,Race/ethnicity,Black,All ages,"2,594",135.6,
San Diego,2017,Race/ethnicity,Black,All ages,"1,689",113.7,
San Francisco,2017,Race/ethnicity,Black,All ages,"1,017",257.8,
San Joaquin,2017,Race/ethnicity,Black,All ages,"1,239",225,
San Luis Obispo,2017,Race/ethnicity,Black,All ages,40,106.1,
San Mateo,2017,Race/ethnicity,Black,All ages,140,82.6,
Santa Barbara,2017,Race/ethnicity,Black,All ages,81,118.1,
Santa Clara,2017,Race/ethnicity,Black,All ages,506,112.8,
Santa Cruz,2017,Race/ethnicity,Black,All ages,17,66.2,
Shasta,2017,Race/ethnicity,Black,All ages,30,192.8,
Sierra,2017,Race/ethnicity,Black,All ages,0,0,
Siskiyou,2017,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Solano,2017,Race/ethnicity,Black,All ages,"1,425",242.8,
Sonoma,2017,Race/ethnicity,Black,All ages,113,164.7,
Stanislaus,2017,Race/ethnicity,Black,All ages,320,216.1,
Sutter,2017,Race/ethnicity,Black,All ages,43,263,
Tehama,2017,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Trinity,2017,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Tulare,2017,Race/ethnicity,Black,All ages,58,109.4,
Tuolumne,2017,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Ventura,2017,Race/ethnicity,Black,All ages,124,101.4,
Yolo,2017,Race/ethnicity,Black,All ages,95,180.3,
Yuba,2017,Race/ethnicity,Black,All ages,43,206.8,
California,2017,Race/ethnicity,Hispanic,All ages,"75,479",45.8,
Alameda,2017,Race/ethnicity,Hispanic,All ages,"2,098",53,
Alpine,2017,Race/ethnicity,Hispanic,All ages,0,0,
Amador,2017,Race/ethnicity,Hispanic,All ages,28,58.7,
Butte,2017,Race/ethnicity,Hispanic,All ages,133,34.8,
Calaveras,2017,Race/ethnicity,Hispanic,All ages,11,,Rate not available due to statistical instability
Colusa,2017,Race/ethnicity,Hispanic,All ages,42,25.9,
Contra Costa,2017,Race/ethnicity,Hispanic,All ages,"2,027",66.9,
Del Norte,2017,Race/ethnicity,Hispanic,All ages,16,29.6,
El Dorado,2017,Race/ethnicity,Hispanic,All ages,97,37.9,
Fresno,2017,Race/ethnicity,Hispanic,All ages,"4,818",80.5,
Glenn,2017,Race/ethnicity,Hispanic,All ages,41,34.2,
Humboldt,2017,Race/ethnicity,Hispanic,All ages,84,47.3,
Imperial,2017,Race/ethnicity,Hispanic,All ages,"1,129",66,
Inyo,2017,Race/ethnicity,Hispanic,All ages,27,57.7,
Kern,2017,Race/ethnicity,Hispanic,All ages,"2,403",45.6,
Kings,2017,Race/ethnicity,Hispanic,All ages,577,60.9,
Lake,2017,Race/ethnicity,Hispanic,All ages,93,72.1,
Lassen,2017,Race/ethnicity,Hispanic,All ages,14,35.8,
Los Angeles,2017,Race/ethnicity,Hispanic,All ages,"24,959",48.5,
Madera,2017,Race/ethnicity,Hispanic,All ages,680,65.7,
Marin,2017,Race/ethnicity,Hispanic,All ages,144,31.2,
Mariposa,2017,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mendocino,2017,Race/ethnicity,Hispanic,All ages,127,52.1,
Merced,2017,Race/ethnicity,Hispanic,All ages,"1,258",72.5,
Modoc,2017,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mono,2017,Race/ethnicity,Hispanic,All ages,14,34.8,
Monterey,2017,Race/ethnicity,Hispanic,All ages,"1,210",43.5,
Napa,2017,Race/ethnicity,Hispanic,All ages,187,38.8,
Nevada,2017,Race/ethnicity,Hispanic,All ages,32,31.9,
Orange,2017,Race/ethnicity,Hispanic,All ages,"3,846",32.4,
Placer,2017,Race/ethnicity,Hispanic,All ages,163,29.5,
Plumas,2017,Race/ethnicity,Hispanic,All ages,11,,Rate not available due to statistical instability
Riverside,2017,Race/ethnicity,Hispanic,All ages,"4,365",36.5,
Sacramento,2017,Race/ethnicity,Hispanic,All ages,"2,305",61.6,
San Benito,2017,Race/ethnicity,Hispanic,All ages,237,67.4,
San Bernardino,2017,Race/ethnicity,Hispanic,All ages,"5,105",42,
San Diego,2017,Race/ethnicity,Hispanic,All ages,"4,114",32.8,
San Francisco,2017,Race/ethnicity,Hispanic,All ages,728,56.1,
San Joaquin,2017,Race/ethnicity,Hispanic,All ages,"1,738",52.5,
San Luis Obispo,2017,Race/ethnicity,Hispanic,All ages,203,28.9,
San Mateo,2017,Race/ethnicity,Hispanic,All ages,943,47.3,
Santa Barbara,2017,Race/ethnicity,Hispanic,All ages,742,32.8,
Santa Clara,2017,Race/ethnicity,Hispanic,All ages,"2,485",45.4,
Santa Cruz,2017,Race/ethnicity,Hispanic,All ages,340,32.4,
Shasta,2017,Race/ethnicity,Hispanic,All ages,48,25.6,
Sierra,2017,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Siskiyou,2017,Race/ethnicity,Hispanic,All ages,12,21,
Solano,2017,Race/ethnicity,Hispanic,All ages,808,67.3,
Sonoma,2017,Race/ethnicity,Hispanic,All ages,584,42.2,
Stanislaus,2017,Race/ethnicity,Hispanic,All ages,"1,378",51.1,
Sutter,2017,Race/ethnicity,Hispanic,All ages,89,27.6,
Tehama,2017,Race/ethnicity,Hispanic,All ages,102,58.6,
Trinity,2017,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Tulare,2017,Race/ethnicity,Hispanic,All ages,"1,034",29.8,
Tuolumne,2017,Race/ethnicity,Hispanic,All ages,20,30.7,
Ventura,2017,Race/ethnicity,Hispanic,All ages,"1,373",34.8,
Yolo,2017,Race/ethnicity,Hispanic,All ages,328,45.2,
Yuba,2017,Race/ethnicity,Hispanic,All ages,83,38.9,
California,2017,Race/ethnicity,Asian/PI,All ages,"10,945",21.2,
Alameda,2017,Race/ethnicity,Asian/PI,All ages,"1,112",25.2,
Alpine,2017,Race/ethnicity,Asian/PI,All ages,0,0,
Amador,2017,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Butte,2017,Race/ethnicity,Asian/PI,All ages,21,25.4,
Calaveras,2017,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Colusa,2017,Race/ethnicity,Asian/PI,All ages,0,0,
Contra Costa,2017,Race/ethnicity,Asian/PI,All ages,579,34,
Del Norte,2017,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
El Dorado,2017,Race/ethnicity,Asian/PI,All ages,21,34.1,
Fresno,2017,Race/ethnicity,Asian/PI,All ages,208,21.5,
Glenn,2017,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Humboldt,2017,Race/ethnicity,Asian/PI,All ages,14,38.5,
Imperial,2017,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Inyo,2017,Race/ethnicity,Asian/PI,All ages,0,0,
Kern,2017,Race/ethnicity,Asian/PI,All ages,98,28.3,
Kings,2017,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Lake,2017,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Lassen,2017,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Los Angeles,2017,Race/ethnicity,Asian/PI,All ages,"2,515",18.6,
Madera,2017,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Marin,2017,Race/ethnicity,Asian/PI,All ages,18,12.2,
Mariposa,2017,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mendocino,2017,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Merced,2017,Race/ethnicity,Asian/PI,All ages,54,29.6,
Modoc,2017,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mono,2017,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Monterey,2017,Race/ethnicity,Asian/PI,All ages,67,30.8,
Napa,2017,Race/ethnicity,Asian/PI,All ages,38,36,
Nevada,2017,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Orange,2017,Race/ethnicity,Asian/PI,All ages,792,13.7,
Placer,2017,Race/ethnicity,Asian/PI,All ages,61,25.6,
Plumas,2017,Race/ethnicity,Asian/PI,All ages,0,0,
Riverside,2017,Race/ethnicity,Asian/PI,All ages,249,18,
Sacramento,2017,Race/ethnicity,Asian/PI,All ages,957,41.4,
San Benito,2017,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Bernardino,2017,Race/ethnicity,Asian/PI,All ages,244,17.3,
San Diego,2017,Race/ethnicity,Asian/PI,All ages,733,21.2,
San Francisco,2017,Race/ethnicity,Asian/PI,All ages,476,20.6,
San Joaquin,2017,Race/ethnicity,Asian/PI,All ages,412,38,
San Luis Obispo,2017,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Mateo,2017,Race/ethnicity,Asian/PI,All ages,456,24.2,
Santa Barbara,2017,Race/ethnicity,Asian/PI,All ages,32,16.5,
Santa Clara,2017,Race/ethnicity,Asian/PI,All ages,939,14.7,
Santa Cruz,2017,Race/ethnicity,Asian/PI,All ages,12,14.4,
Shasta,2017,Race/ethnicity,Asian/PI,All ages,23,52.5,
Sierra,2017,Race/ethnicity,Asian/PI,All ages,0,0,
Siskiyou,2017,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Solano,2017,Race/ethnicity,Asian/PI,All ages,429,70.8,
Sonoma,2017,Race/ethnicity,Asian/PI,All ages,61,36.9,
Stanislaus,2017,Race/ethnicity,Asian/PI,All ages,66,21.3,
Sutter,2017,Race/ethnicity,Asian/PI,All ages,30,20.5,
Tehama,2017,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Trinity,2017,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Tulare,2017,Race/ethnicity,Asian/PI,All ages,22,17.2,
Tuolumne,2017,Race/ethnicity,Asian/PI,All ages,0,0,
Ventura,2017,Race/ethnicity,Asian/PI,All ages,67,12.3,
Yolo,2017,Race/ethnicity,Asian/PI,All ages,51,60.5,
Yuba,2017,Race/ethnicity,Asian/PI,All ages,14,33.8,
California,2017,Race/ethnicity,AI/AN,All ages,734,46.1,
Alameda,2017,Race/ethnicity,AI/AN,All ages,36,75,
Alpine,2017,Race/ethnicity,AI/AN,All ages,0,0,
Amador,2017,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Butte,2017,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Calaveras,2017,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Colusa,2017,Race/ethnicity,AI/AN,All ages,0,0,
Contra Costa,2017,Race/ethnicity,AI/AN,All ages,33,125.5,
Del Norte,2017,Race/ethnicity,AI/AN,All ages,16,93.1,
El Dorado,2017,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Fresno,2017,Race/ethnicity,AI/AN,All ages,17,28.2,
Glenn,2017,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Humboldt,2017,Race/ethnicity,AI/AN,All ages,24,31.1,
Imperial,2017,Race/ethnicity,AI/AN,All ages,0,0,
Inyo,2017,Race/ethnicity,AI/AN,All ages,20,121.9,
Kern,2017,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Kings,2017,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Lake,2017,Race/ethnicity,AI/AN,All ages,15,86.4,
Lassen,2017,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Los Angeles,2017,Race/ethnicity,AI/AN,All ages,57,29.8,
Madera,2017,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Marin,2017,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mariposa,2017,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mendocino,2017,Race/ethnicity,AI/AN,All ages,30,87.2,
Merced,2017,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Modoc,2017,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mono,2017,Race/ethnicity,AI/AN,All ages,0,0,
Monterey,2017,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Napa,2017,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Nevada,2017,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Orange,2017,Race/ethnicity,AI/AN,All ages,12,25.3,
Placer,2017,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Plumas,2017,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Riverside,2017,Race/ethnicity,AI/AN,All ages,45,42.8,
Sacramento,2017,Race/ethnicity,AI/AN,All ages,42,50.5,
San Benito,2017,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Bernardino,2017,Race/ethnicity,AI/AN,All ages,151,182.6,
San Diego,2017,Race/ethnicity,AI/AN,All ages,44,30.9,
San Francisco,2017,Race/ethnicity,AI/AN,All ages,27,211.5,
San Joaquin,2017,Race/ethnicity,AI/AN,All ages,16,45.5,
San Luis Obispo,2017,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Mateo,2017,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Santa Barbara,2017,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Santa Clara,2017,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Santa Cruz,2017,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Shasta,2017,Race/ethnicity,AI/AN,All ages,18,46.7,
Sierra,2017,Race/ethnicity,AI/AN,All ages,0,0,
Siskiyou,2017,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Solano,2017,Race/ethnicity,AI/AN,All ages,11,,Rate not available due to statistical instability
Sonoma,2017,Race/ethnicity,AI/AN,All ages,23,60.1,
Stanislaus,2017,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Sutter,2017,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Tehama,2017,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Trinity,2017,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Tulare,2017,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Tuolumne,2017,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Ventura,2017,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Yolo,2017,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Yuba,2017,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
California,2018,Total population,All ages,All ages,"163,807",42.4,
Alameda,2018,Total population,All ages,All ages,"7,795",48.6,
Alpine,2018,Total population,All ages,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Amador,2018,Total population,All ages,All ages,137,44.3,
Butte,2018,Total population,All ages,All ages,907,42.2,
Calaveras,2018,Total population,All ages,All ages,186,52.3,
